,Age,Gender,Income,Location,Device,Interest_Category,Time_Spent_on_Site,Number_of_Pages_Viewed,Click
390,33,Female,35193,Suburban,Mobile,Technology,8.58511454787094,19,1
391,31,Female,64864,Urban,Desktop,Fashion,105.07261940660784,4,1
392,29,Male,40307,Rural,Mobile,Technology,20.945040848029926,7,0
393,40,Male,39611,Suburban,Mobile,Fashion,19.640866055873374,7,1
394,32,Male,63791,Suburban,Desktop,Technology,25.20231426638722,17,0
395,45,Female,31950,Urban,Desktop,Sports,115.43063122658765,19,0
396,51,Male,96240,Rural,Desktop,Fashion,84.71447642919229,16,1
397,19,Female,97403,Suburban,Mobile,Technology,97.15772657831822,3,1
398,49,Male,22745,Suburban,Mobile,Fashion,50.7280233592666,15,1
399,40,Female,75243,Urban,Tablet,Travel,43.675963663069886,14,1
400,39,Male,23866,Urban,Mobile,Sports,31.965660780064542,15,1
401,42,Female,52245,Rural,Desktop,Technology,60.27452325592703,14,0
402,39,Male,64724,Urban,Mobile,Travel,68.46030435642938,7,1
403,39,Male,91354,Rural,Tablet,Fashion,77.65410702006687,3,0
404,59,Male,71374,Suburban,Tablet,Travel,34.56862795984987,17,1
405,23,Female,50116,Rural,Desktop,Fashion,114.09521930384392,10,0
406,32,Male,40447,Rural,Desktop,Sports,24.52222729382062,15,1
407,60,Female,50431,Rural,Tablet,Travel,116.05011509813741,6,1
408,54,Female,37908,Suburban,Tablet,Sports,6.708454088362936,17,1
409,50,Male,49336,Urban,Tablet,Technology,60.32945455893724,17,1
410,25,Male,60992,Suburban,Desktop,Fashion,43.33730138340472,14,1
411,61,Male,75350,Urban,Tablet,Fashion,56.64919260197884,18,0
412,61,Female,89561,Rural,Tablet,Sports,70.62642658279074,5,1
413,22,Male,71955,Rural,Desktop,Sports,55.09275317146154,8,1
414,56,Female,81240,Rural,Mobile,Technology,52.70738778468342,7,1
415,21,Female,40093,Rural,Mobile,Travel,89.26319277253025,4,0
416,23,Male,26155,Rural,Tablet,Fashion,83.87577163494343,18,1
417,62,Male,66607,Urban,Mobile,Fashion,100.8261974341225,5,0
418,49,Male,53487,Urban,Mobile,Technology,33.74528284254199,16,1
419,47,Male,75668,Rural,Mobile,Technology,75.09577862171732,14,0
420,64,Male,40963,Suburban,Mobile,Sports,72.2974003201782,19,1
421,52,Male,70124,Suburban,Tablet,Sports,47.5198482503592,14,1
422,57,Female,72870,Rural,Mobile,Travel,60.8966173188083,9,0
423,33,Female,76547,Urban,Mobile,Technology,41.084946480158806,6,1
424,30,Female,84110,Suburban,Desktop,Travel,21.312105725953298,17,0
425,59,Male,73554,Suburban,Tablet,Technology,29.587139226214276,19,1
426,47,Female,40936,Suburban,Desktop,Fashion,17.134069336138126,12,1
427,36,Female,24426,Rural,Desktop,Technology,83.55300114686428,4,0
428,34,Female,47606,Suburban,Tablet,Technology,80.98365020755243,16,1
429,36,Female,67832,Suburban,Mobile,Fashion,114.31973273168538,11,0
430,45,Female,48151,Suburban,Desktop,Technology,88.91301756943275,4,0
431,43,Male,99303,Suburban,Tablet,Travel,10.985271456955116,17,1
432,54,Male,31308,Urban,Mobile,Sports,106.68819500182973,8,1
433,43,Female,82522,Rural,Tablet,Sports,104.20764373875846,14,1
434,40,Female,65671,Rural,Desktop,Travel,55.98183688886035,2,0
435,26,Female,22204,Urban,Mobile,Fashion,72.37425081071098,11,0
436,29,Male,51131,Urban,Mobile,Technology,117.24900823433967,11,1
437,18,Male,72428,Rural,Tablet,Travel,66.21500184253912,6,0
438,18,Female,53870,Suburban,Mobile,Sports,109.11201026325033,14,0
439,64,Male,69067,Suburban,Desktop,Sports,14.54945714817144,10,0
440,51,Male,78585,Rural,Desktop,Travel,26.970964901498526,8,0
441,49,Female,41607,Suburban,Desktop,Sports,55.68681849575155,7,1
442,42,Male,44968,Urban,Tablet,Travel,72.24703295879004,8,1
443,57,Male,31908,Suburban,Mobile,Sports,98.86620296422203,8,1
444,62,Female,46423,Suburban,Mobile,Travel,118.65014324146648,2,0
445,18,Male,94707,Suburban,Mobile,Technology,49.71792209452339,16,0
446,33,Male,98257,Rural,Desktop,Technology,10.452798156109766,9,0
447,56,Female,81215,Urban,Mobile,Technology,97.13472287896235,13,0
448,22,Male,75835,Suburban,Desktop,Technology,74.50378269452293,12,1
449,39,Male,69429,Rural,Mobile,Sports,27.83242876984319,17,0
450,46,Female,58458,Suburban,Desktop,Fashion,61.905272511463316,2,0
451,20,Female,66169,Urban,Mobile,Travel,90.3656782363783,13,1
452,29,Female,27659,Suburban,Tablet,Fashion,93.59735551289404,1,1
453,43,Male,80614,Urban,Tablet,Sports,62.45611737985763,19,1
454,33,Female,97240,Suburban,Desktop,Sports,40.0996709648188,11,0
455,54,Male,52793,Urban,Desktop,Fashion,116.98039693442675,5,0
456,39,Female,66473,Suburban,Mobile,Fashion,81.28670025999668,1,0
457,46,Male,75751,Urban,Mobile,Sports,51.94731472482435,13,0
458,31,Female,98915,Suburban,Tablet,Sports,37.25327078353503,8,0
459,45,Female,74254,Suburban,Mobile,Travel,89.07684304540965,6,0
460,22,Female,27006,Rural,Desktop,Technology,32.85109624328329,17,1
461,64,Female,94218,Rural,Desktop,Technology,24.74664873197414,12,0
462,47,Male,85344,Urban,Desktop,Travel,65.93089723063808,1,1
463,63,Female,53840,Suburban,Desktop,Fashion,38.348550154076314,3,1
464,22,Female,52430,Urban,Desktop,Sports,77.32409166621574,14,1
465,29,Male,43091,Rural,Tablet,Fashion,18.562947610536852,8,0
466,33,Female,52983,Urban,Tablet,Technology,80.31822702524198,11,0
467,43,Male,43989,Urban,Desktop,Technology,37.579100719735756,14,1
468,43,Female,95451,Rural,Mobile,Fashion,5.027937459968964,8,0
469,38,Female,38990,Suburban,Desktop,Technology,19.597646632530285,3,0
470,56,Female,56081,Urban,Tablet,Sports,112.36576845103582,7,1
471,53,Male,31033,Rural,Desktop,Travel,104.74578349826615,19,0
472,50,Female,36241,Suburban,Tablet,Fashion,31.865038684167235,4,0
473,47,Female,25939,Rural,Tablet,Sports,94.51276902273149,16,0
474,54,Female,67562,Urban,Desktop,Sports,74.98573321500704,13,0
475,40,Male,55063,Suburban,Desktop,Technology,116.65404181673499,19,1
476,27,Male,96721,Suburban,Mobile,Sports,47.964650846416795,5,1
477,22,Female,47045,Rural,Tablet,Fashion,83.36797043947469,5,0
478,53,Male,64769,Rural,Mobile,Sports,12.306608078750637,4,0
479,51,Female,67118,Rural,Desktop,Travel,50.568444883886684,2,0
480,48,Female,41625,Suburban,Tablet,Sports,115.83903103664075,13,1
481,27,Female,47076,Suburban,Mobile,Sports,66.98280056176387,16,0
482,36,Female,84805,Urban,Mobile,Travel,38.106142883507125,2,0
483,49,Female,64605,Suburban,Mobile,Sports,18.83116075978979,19,1
484,18,Female,59121,Urban,Desktop,Sports,85.905759120876,17,0
485,22,Female,85101,Rural,Desktop,Technology,79.15844499441859,5,1
486,62,Male,51433,Rural,Desktop,Fashion,48.00295206443408,18,0
487,21,Male,63309,Suburban,Tablet,Technology,114.35825546457095,18,1
488,33,Male,87468,Rural,Desktop,Fashion,7.553323493602786,8,0
489,41,Male,64254,Rural,Tablet,Travel,39.92824293765997,15,0
490,33,Male,87293,Suburban,Mobile,Travel,110.92299092445187,13,1
491,19,Male,57853,Urban,Mobile,Travel,41.907575406735646,13,1
492,45,Male,58405,Suburban,Desktop,Fashion,34.009075893344594,16,1
493,49,Female,86652,Urban,Mobile,Fashion,66.43534714209343,13,1
494,44,Female,63527,Suburban,Desktop,Fashion,99.73720124086186,2,1
495,37,Female,97227,Suburban,Tablet,Travel,16.86187750101152,3,0
496,41,Female,20492,Rural,Mobile,Fashion,113.44738160925965,15,1
497,29,Male,28811,Suburban,Desktop,Sports,96.43338133583386,19,1
498,52,Male,44272,Suburban,Mobile,Technology,25.843779388428473,13,1
499,50,Female,92010,Urban,Mobile,Travel,86.88091553778871,5,1
500,50,Female,67153,Rural,Desktop,Technology,49.27025310331907,6,0
501,60,Male,74110,Urban,Mobile,Sports,51.26388797877665,14,0
502,54,Female,33979,Urban,Mobile,Fashion,95.07836063046963,4,0
503,29,Female,48328,Rural,Mobile,Technology,115.7202529177842,19,0
504,20,Female,32867,Rural,Mobile,Sports,19.565425377427303,7,0
505,18,Female,79234,Rural,Tablet,Sports,53.37247724106423,4,1
506,50,Male,45851,Suburban,Mobile,Technology,60.308284929694906,2,0
507,57,Female,51279,Rural,Mobile,Travel,48.27585894982472,7,0
508,27,Female,93402,Rural,Desktop,Technology,46.76674922736588,3,1
509,60,Male,35449,Rural,Tablet,Travel,11.010896769583603,15,1
510,61,Male,96221,Urban,Desktop,Fashion,83.83694136470167,1,0
511,46,Female,25451,Urban,Desktop,Travel,55.164657968805216,2,0
512,30,Male,61316,Suburban,Desktop,Fashion,27.40128730405158,10,1
513,29,Female,83064,Urban,Tablet,Technology,98.84385276473786,16,0
514,48,Female,83761,Suburban,Desktop,Fashion,97.29448603743721,15,1
515,63,Male,58870,Urban,Desktop,Sports,60.93503723022279,15,1
516,19,Female,50873,Rural,Desktop,Fashion,39.32182603199246,14,0
517,52,Female,78627,Urban,Mobile,Travel,78.38066346659203,14,0
518,40,Female,86155,Suburban,Desktop,Travel,38.13749561440135,6,0
519,34,Female,45372,Urban,Tablet,Travel,32.140911987226886,14,1
520,43,Male,23642,Rural,Tablet,Fashion,89.00918521302756,17,1
521,25,Male,48001,Suburban,Mobile,Travel,9.63740256790933,18,0
522,46,Female,54064,Rural,Tablet,Travel,15.898374168978306,19,0
523,43,Male,34122,Rural,Tablet,Sports,5.780640012712825,17,0
524,27,Female,44820,Suburban,Mobile,Fashion,22.588466444674008,16,1
525,43,Female,88431,Rural,Desktop,Sports,12.933851001702838,8,1
526,51,Female,75745,Rural,Mobile,Travel,119.51727229469064,7,1
527,58,Female,70081,Urban,Desktop,Travel,38.2131465447203,12,0
528,24,Female,90902,Rural,Desktop,Travel,22.165821456963435,9,1
529,21,Male,28711,Rural,Tablet,Fashion,32.71456966953056,14,1
530,62,Female,38793,Rural,Mobile,Technology,112.65444072711549,1,0
531,28,Male,28199,Rural,Tablet,Travel,64.8184256478055,10,1
532,46,Male,96253,Suburban,Tablet,Travel,46.95408107540354,17,0
533,53,Female,56191,Urban,Desktop,Travel,105.44001765956023,17,1
534,42,Female,30211,Rural,Tablet,Travel,50.423881113138734,17,0
535,38,Female,83069,Rural,Mobile,Fashion,43.525985545135015,4,0
536,53,Female,76746,Suburban,Tablet,Technology,28.83749009321959,17,1
537,27,Female,41542,Rural,Tablet,Technology,48.44663474958232,18,0
538,54,Male,51312,Suburban,Desktop,Technology,41.41870094194649,2,1
539,26,Female,65242,Urban,Mobile,Travel,82.88995531928622,8,0
540,41,Female,75388,Urban,Tablet,Travel,38.30201103713362,13,0
541,52,Male,47691,Rural,Desktop,Technology,71.37797083859456,15,0
542,52,Male,97960,Rural,Tablet,Technology,12.57759897867686,9,1
543,53,Female,42601,Rural,Mobile,Travel,26.998253020099153,3,0
544,35,Male,38020,Suburban,Tablet,Travel,51.851606235305105,3,0
545,56,Female,28155,Rural,Tablet,Sports,112.74916419949997,2,1
546,49,Male,89119,Rural,Desktop,Sports,48.38397835730497,1,0
547,41,Male,56777,Urban,Tablet,Sports,81.36852393798092,14,0
548,40,Female,39710,Rural,Desktop,Technology,34.33503057846079,17,0
549,49,Male,44532,Urban,Mobile,Fashion,19.608861236921648,13,0
550,54,Male,38601,Rural,Tablet,Travel,11.731709009205765,19,1
551,29,Male,83227,Urban,Mobile,Sports,40.122552332416404,15,0
552,30,Male,24967,Rural,Mobile,Fashion,23.131018081644417,14,0
553,40,Male,40022,Urban,Tablet,Travel,25.011201521854282,2,1
554,42,Male,63463,Suburban,Desktop,Fashion,92.48732046449926,7,0
555,52,Female,94671,Urban,Mobile,Technology,6.821378158660535,17,0
556,58,Female,25722,Urban,Mobile,Technology,69.14816445957496,18,1
557,47,Male,47413,Urban,Tablet,Technology,48.63805876824845,6,1
558,34,Female,86732,Rural,Tablet,Sports,63.25324998948293,8,1
559,37,Female,32297,Rural,Tablet,Travel,69.72547727967934,2,1
560,42,Female,88323,Rural,Tablet,Technology,41.03728486258699,1,0
561,39,Male,43816,Suburban,Tablet,Sports,38.937518921192805,16,1
562,30,Female,60695,Suburban,Tablet,Sports,89.34121267351415,7,0
563,36,Male,39702,Urban,Desktop,Sports,105.19685363393307,11,1
564,53,Female,45242,Suburban,Mobile,Sports,27.146887732730708,15,0
565,29,Male,75841,Urban,Desktop,Technology,16.22615746154213,13,1
566,58,Male,87712,Urban,Desktop,Sports,108.24651773508299,2,1
567,36,Female,73574,Urban,Tablet,Technology,45.237978319450846,14,0
568,29,Female,48482,Suburban,Mobile,Technology,68.40149992622364,6,1
569,26,Male,29171,Rural,Desktop,Sports,46.3474616198004,9,1
570,24,Female,23696,Suburban,Tablet,Technology,19.4672686797959,7,1
571,45,Female,40058,Urban,Tablet,Travel,72.77313916898872,18,0
572,31,Female,40313,Urban,Mobile,Travel,65.3911979535074,9,1
573,48,Male,39149,Suburban,Desktop,Fashion,28.34425930698768,4,1
574,36,Male,73521,Urban,Desktop,Travel,56.96494013501195,9,0
575,64,Female,65740,Urban,Desktop,Technology,96.64896296179927,4,0
576,33,Female,24956,Suburban,Tablet,Technology,72.8990018574075,12,1
577,22,Female,95731,Suburban,Mobile,Travel,16.14549261270441,4,0
578,52,Male,86641,Suburban,Mobile,Sports,68.02247218135054,14,0
579,29,Male,83811,Urban,Desktop,Sports,85.81490441830249,7,0
580,42,Female,72160,Urban,Tablet,Technology,96.1608916647864,13,1
581,38,Female,71313,Rural,Desktop,Sports,77.34852154294067,8,1
582,53,Female,83232,Rural,Mobile,Fashion,22.55568892219013,5,0
583,40,Female,35417,Suburban,Tablet,Fashion,86.66992565786848,12,1
584,33,Female,44729,Rural,Desktop,Travel,82.89431229937438,13,0
585,56,Female,50099,Urban,Desktop,Travel,7.8090915381728205,14,1
586,62,Male,49961,Rural,Tablet,Sports,52.350981772877965,18,0
587,59,Female,32602,Urban,Mobile,Technology,43.28927840067293,4,1
588,56,Male,29256,Suburban,Tablet,Travel,81.98238738916899,18,0
589,31,Female,54681,Suburban,Desktop,Fashion,29.85561841575588,7,1
590,48,Female,84789,Urban,Desktop,Travel,72.95027114203972,15,1
591,22,Male,63361,Rural,Desktop,Travel,110.01868560862982,6,0
592,52,Male,84503,Suburban,Desktop,Fashion,96.74727280398989,16,1
593,40,Male,54540,Suburban,Mobile,Technology,110.967639664901,8,1
594,46,Male,46536,Rural,Mobile,Travel,117.52818619725934,16,1
595,60,Female,83043,Rural,Desktop,Travel,6.227064605708718,16,1
596,28,Male,98532,Urban,Mobile,Travel,76.61524678340992,3,1
597,35,Female,76575,Rural,Mobile,Sports,52.47653074227424,17,1
598,64,Male,22871,Rural,Mobile,Travel,103.883266388539,9,1
599,29,Female,66002,Rural,Desktop,Fashion,33.95869073105014,3,1
600,26,Female,69812,Urban,Tablet,Technology,117.81839124823375,7,0
601,27,Female,42626,Urban,Tablet,Technology,75.57641649753094,18,1
602,61,Female,79979,Suburban,Tablet,Fashion,96.25680125631555,12,0
603,34,Female,96057,Urban,Desktop,Sports,14.843948574618357,19,1
604,55,Female,86668,Suburban,Mobile,Fashion,26.09765674726948,16,0
605,24,Male,62998,Rural,Mobile,Technology,92.21642239893336,17,1
606,63,Female,83814,Suburban,Desktop,Fashion,7.528450034522215,15,0
607,30,Male,65607,Suburban,Desktop,Sports,98.94096837778503,1,0
608,57,Male,27812,Rural,Tablet,Technology,6.604137149569818,2,1
609,59,Female,81844,Suburban,Tablet,Sports,80.56866649204643,8,0
610,26,Male,90093,Urban,Desktop,Fashion,46.98580082665767,2,1
611,44,Female,22179,Urban,Tablet,Travel,75.3219080627079,19,1
612,19,Male,63798,Urban,Mobile,Fashion,85.04361180374808,9,0
613,22,Female,94601,Urban,Desktop,Sports,44.38465020642498,9,1
614,46,Male,28275,Suburban,Desktop,Fashion,17.41568153274609,13,0
615,54,Female,70574,Suburban,Mobile,Travel,13.009274791050549,6,0
616,55,Female,67857,Rural,Mobile,Sports,72.72764259469301,15,1
617,36,Female,40700,Suburban,Mobile,Fashion,64.87536567942283,19,1
618,25,Female,59464,Suburban,Tablet,Sports,90.35311604893023,15,1
619,62,Male,62351,Suburban,Desktop,Sports,63.61958365045277,18,1
620,18,Female,33869,Rural,Tablet,Technology,53.5812658535511,7,1
621,39,Male,80315,Urban,Mobile,Technology,50.78002549716655,11,0
622,34,Male,40954,Suburban,Tablet,Sports,8.041393798731757,8,0
623,24,Male,51555,Rural,Mobile,Fashion,43.58907819511557,6,1
624,42,Female,83353,Rural,Tablet,Fashion,117.24231811531683,8,1
625,62,Male,65026,Rural,Tablet,Fashion,105.45889126611522,2,1
626,21,Male,66976,Urban,Mobile,Travel,42.87847770893503,19,0
627,53,Male,65095,Suburban,Tablet,Sports,72.5964715826328,16,0
628,23,Female,34270,Rural,Desktop,Sports,102.4391257365818,7,0
629,48,Female,50908,Urban,Tablet,Travel,55.7465487262579,10,1
630,36,Male,35523,Rural,Tablet,Sports,7.06515433126736,12,1
631,61,Female,82433,Rural,Desktop,Sports,13.568703109143609,17,0
632,56,Female,67068,Rural,Mobile,Travel,63.69516295510126,7,1
633,44,Male,39991,Rural,Desktop,Technology,116.48552820272602,8,1
634,27,Male,30775,Rural,Tablet,Sports,84.7190973551698,7,0
635,43,Female,97801,Urban,Mobile,Travel,13.155362015435497,4,0
636,36,Male,81250,Suburban,Tablet,Fashion,26.77650071606422,3,1
637,56,Female,36673,Suburban,Tablet,Technology,93.70216146993775,19,0
638,20,Female,47056,Suburban,Desktop,Fashion,101.76557239496815,15,1
639,62,Female,26614,Suburban,Desktop,Sports,76.03487741168794,4,0
640,30,Female,27415,Urban,Mobile,Technology,79.10866450742891,9,0
641,45,Female,63884,Urban,Mobile,Travel,8.258806794089235,13,1
642,37,Female,36964,Urban,Mobile,Sports,100.28097985187348,18,1
643,45,Male,57726,Rural,Tablet,Travel,95.65164893964541,16,0
644,25,Male,57044,Rural,Desktop,Technology,34.78904157188492,1,1
645,58,Female,77149,Rural,Desktop,Fashion,86.4978227960333,4,0
646,56,Female,57544,Suburban,Desktop,Sports,29.70827973887478,18,1
647,18,Female,69976,Rural,Mobile,Sports,9.637968520923994,8,0
648,20,Male,52252,Suburban,Desktop,Travel,28.130702397893387,16,0
649,30,Female,23832,Rural,Desktop,Technology,25.542320826744444,11,0
650,45,Male,54148,Suburban,Desktop,Travel,43.84101962450743,19,1
651,42,Female,81240,Rural,Mobile,Technology,53.12169217517768,19,0
652,50,Female,97116,Rural,Desktop,Sports,63.48197252223641,18,0
653,55,Male,73459,Urban,Mobile,Technology,59.826695683457736,19,0
654,23,Male,58402,Rural,Desktop,Sports,36.127579686008275,11,0
655,61,Female,77727,Rural,Desktop,Technology,8.354626886018563,3,1
656,62,Female,58578,Urban,Desktop,Fashion,74.58668655727233,8,1
657,49,Female,42318,Suburban,Mobile,Technology,50.51065543244575,19,0
658,62,Male,95715,Urban,Mobile,Fashion,39.347298099568214,10,0
659,64,Male,97787,Urban,Desktop,Technology,104.69821992550892,16,1
660,38,Male,40466,Suburban,Tablet,Technology,90.87548039678838,5,0
661,33,Male,65475,Rural,Mobile,Travel,103.64303806283085,9,1
662,38,Male,80142,Suburban,Mobile,Travel,61.92302139193301,8,0
663,28,Male,46564,Rural,Desktop,Sports,20.05709399457941,11,1
664,54,Female,42412,Rural,Tablet,Travel,85.06546515394632,16,0
665,53,Female,71001,Suburban,Desktop,Technology,28.698484692775153,7,1
666,52,Male,77649,Urban,Mobile,Travel,55.74141194554743,15,1
667,36,Female,80957,Suburban,Mobile,Technology,12.475090729122178,17,1
668,37,Female,55517,Rural,Desktop,Fashion,99.91046627864299,6,0
669,35,Male,33156,Suburban,Desktop,Technology,19.483173720462567,15,1
670,64,Female,43064,Suburban,Tablet,Sports,108.85621331067061,8,1
671,58,Male,45711,Rural,Tablet,Fashion,104.38651926007907,7,0
672,31,Male,50106,Urban,Mobile,Sports,58.4270179105133,2,0
673,32,Female,85458,Suburban,Tablet,Sports,90.60234349495893,13,0
674,48,Male,36589,Rural,Tablet,Sports,76.23618348908762,6,0
675,18,Male,27214,Rural,Mobile,Travel,97.35369886884067,5,1
676,20,Male,47127,Suburban,Mobile,Sports,54.657586590379886,1,0
677,33,Male,25141,Urban,Mobile,Fashion,95.36797568810024,18,0
678,40,Male,48884,Suburban,Mobile,Technology,58.182533962492016,15,0
679,28,Male,22708,Urban,Desktop,Sports,113.21106560192129,10,0
680,29,Male,38375,Urban,Mobile,Fashion,60.932791594891974,3,0
681,27,Male,35088,Urban,Mobile,Sports,58.20121627237889,5,0
682,49,Female,77615,Urban,Mobile,Technology,95.28326407980396,13,0
683,33,Female,65046,Suburban,Tablet,Fashion,99.48143455249637,8,1
684,25,Female,30014,Rural,Mobile,Fashion,68.76624814693463,2,1
685,55,Male,84425,Rural,Desktop,Technology,25.67674855193367,9,1
686,29,Male,23273,Rural,Desktop,Fashion,58.792196560121646,17,1
687,41,Female,67135,Rural,Mobile,Technology,116.32833783461301,18,1
688,45,Female,50881,Rural,Desktop,Fashion,91.59341219950629,13,0
689,25,Female,98077,Rural,Tablet,Fashion,98.2836994461002,1,0
690,45,Male,28712,Suburban,Mobile,Technology,8.774932364212615,12,0
691,53,Female,94704,Urban,Desktop,Technology,58.80383820292839,5,0
692,43,Female,72874,Rural,Desktop,Fashion,79.36143037061886,8,1
693,25,Male,89087,Suburban,Mobile,Fashion,100.45375861722859,15,1
694,45,Female,32297,Rural,Desktop,Technology,10.666470162018719,3,0
695,45,Male,47128,Rural,Mobile,Travel,103.03047184881541,6,0
696,54,Male,88368,Urban,Desktop,Technology,68.06610772531985,13,1
697,58,Male,98958,Urban,Tablet,Fashion,27.69110661624689,12,1
698,53,Female,52920,Urban,Desktop,Fashion,41.4843498917155,19,1
699,44,Female,31156,Rural,Desktop,Fashion,37.421898451429485,18,0
700,34,Male,31108,Rural,Mobile,Technology,66.04878894317471,1,0
701,26,Female,51845,Rural,Desktop,Fashion,10.94385318978016,7,1
702,50,Female,22800,Urban,Mobile,Travel,23.231658227491206,12,1
703,37,Female,62712,Suburban,Tablet,Sports,98.45969998821498,10,0
704,30,Female,22610,Rural,Mobile,Travel,20.249458935883272,12,0
705,45,Male,97603,Rural,Mobile,Technology,31.8405709876846,11,0
706,46,Female,53872,Rural,Desktop,Fashion,57.13761964447809,4,0
707,30,Male,30728,Suburban,Tablet,Technology,64.468902133033,19,1
708,63,Male,40583,Rural,Mobile,Sports,92.81520515562823,6,1
709,52,Female,27263,Suburban,Desktop,Technology,56.44322906661159,9,1
710,23,Male,87450,Rural,Desktop,Fashion,95.83443141908695,10,0
711,35,Female,39456,Suburban,Mobile,Sports,76.1098253102276,5,0
712,22,Female,85942,Rural,Desktop,Sports,18.006470033739582,13,0
713,64,Male,33689,Urban,Mobile,Fashion,22.978115415176436,9,1
714,42,Male,52934,Urban,Mobile,Fashion,55.25887842672364,2,1
715,19,Male,53276,Urban,Mobile,Fashion,50.64228020523955,18,1
716,27,Male,39873,Urban,Tablet,Technology,90.50759100828888,1,0
717,47,Female,33050,Rural,Mobile,Travel,71.78477107669546,12,0
718,62,Female,86216,Urban,Desktop,Technology,49.63530431525867,10,1
719,22,Female,41644,Suburban,Tablet,Technology,24.637432596794348,2,0
720,50,Male,82021,Urban,Desktop,Travel,31.08626676743194,9,1
721,18,Male,57125,Urban,Tablet,Fashion,71.18261712394178,2,1
722,35,Male,86899,Urban,Tablet,Fashion,53.695462563476134,14,1
723,49,Female,62291,Rural,Tablet,Travel,64.21666351897728,11,1
724,64,Male,55060,Urban,Tablet,Travel,24.627905059756873,11,0
725,28,Female,21538,Suburban,Desktop,Technology,81.23421901962507,17,0
726,38,Male,56176,Urban,Mobile,Sports,103.04195519843621,4,0
727,43,Female,61520,Urban,Desktop,Travel,34.66304328049357,13,0
728,42,Female,45675,Urban,Mobile,Technology,61.524135970660055,7,0
729,39,Male,38287,Suburban,Desktop,Sports,117.1856428374037,16,0
730,44,Male,20174,Urban,Tablet,Fashion,43.32280016333368,1,1
731,30,Female,54998,Suburban,Tablet,Fashion,73.43032966623254,13,0
732,50,Female,73312,Suburban,Mobile,Technology,15.372505523028103,1,0
733,51,Male,32112,Urban,Mobile,Technology,74.69172528513596,11,0
734,58,Male,95225,Suburban,Desktop,Travel,15.30765393003106,6,1
735,52,Female,64814,Rural,Mobile,Fashion,115.31207506223953,3,0
736,18,Male,70719,Urban,Desktop,Technology,87.3012049883158,12,1
737,38,Female,53919,Urban,Mobile,Fashion,95.63837563560624,5,0
738,23,Female,93155,Suburban,Mobile,Fashion,85.97200148873824,9,0
739,45,Male,91569,Suburban,Mobile,Travel,72.81883914879356,12,0
740,34,Male,61328,Urban,Tablet,Sports,56.73996982483312,10,1
741,22,Male,90482,Rural,Tablet,Travel,103.71293867252218,19,1
742,48,Male,44618,Suburban,Desktop,Technology,115.03610176745225,5,0
743,22,Male,54675,Suburban,Mobile,Travel,62.38915988396935,5,0
744,55,Female,38919,Rural,Desktop,Travel,112.12653065285512,9,0
745,20,Female,24173,Rural,Mobile,Fashion,72.08328464867951,17,1
746,40,Male,46400,Urban,Tablet,Travel,66.91418149308981,10,1
747,54,Male,70445,Rural,Tablet,Technology,57.26551428986602,1,0
748,54,Male,90305,Urban,Mobile,Sports,29.06809257596378,16,1
749,27,Female,57564,Rural,Mobile,Travel,5.427760994076807,15,1
750,27,Male,65814,Suburban,Tablet,Travel,32.77321608844704,17,1
751,36,Male,99747,Urban,Tablet,Sports,63.618164734409994,13,1
752,34,Female,47962,Urban,Desktop,Technology,48.69539450987154,1,0
753,38,Female,90533,Urban,Tablet,Technology,56.575801220302885,8,0
754,31,Male,76184,Rural,Mobile,Travel,117.7745452498657,5,1
755,26,Male,30578,Suburban,Desktop,Fashion,45.281322626972674,6,1
756,63,Male,38624,Urban,Mobile,Travel,57.00103802641241,14,1
757,18,Female,59194,Urban,Desktop,Sports,20.354288405574252,11,0
758,62,Male,20389,Urban,Mobile,Sports,10.51513923025358,6,0
759,30,Male,87391,Urban,Tablet,Sports,94.17209417813689,11,1
760,21,Male,33794,Suburban,Mobile,Travel,70.62856513327755,13,1
761,18,Female,78002,Rural,Desktop,Travel,92.48105269504792,12,1
762,57,Female,55531,Suburban,Mobile,Technology,22.234221871953437,2,1
763,49,Male,72815,Urban,Desktop,Fashion,70.76030868600945,3,0
764,51,Male,24986,Suburban,Mobile,Travel,34.16888454925819,4,0
765,45,Female,52298,Urban,Tablet,Technology,31.22710894350229,17,0
766,48,Female,21481,Rural,Tablet,Travel,6.325491616093304,6,0
767,25,Female,76408,Rural,Mobile,Technology,19.989183210443265,7,0
768,56,Female,89267,Rural,Mobile,Technology,40.56583282246496,15,0
769,43,Female,36835,Urban,Mobile,Fashion,18.44105746795799,11,1
770,51,Female,47798,Suburban,Desktop,Travel,118.37372064725781,3,1
771,20,Female,84887,Rural,Mobile,Technology,40.49275458025433,6,0
772,29,Female,39477,Urban,Mobile,Sports,19.987253870767738,2,0
773,18,Female,37266,Urban,Desktop,Sports,27.89446597521514,14,0
774,61,Male,63526,Suburban,Tablet,Sports,72.5858712592698,9,1
775,22,Male,31889,Rural,Mobile,Fashion,12.365005244450678,18,1
776,47,Male,44335,Urban,Mobile,Technology,104.17992496623305,19,1
777,47,Female,31254,Suburban,Tablet,Fashion,115.57246311227193,12,1
778,34,Male,31442,Rural,Tablet,Travel,33.3759533767488,13,0
779,64,Female,66289,Suburban,Desktop,Travel,56.760955887948825,12,1
780,40,Female,73747,Suburban,Mobile,Technology,7.545461868392163,12,0
781,32,Male,57327,Urban,Mobile,Sports,78.68167584363047,18,1
